,ISIN,NAME
5375,MX01ID000009,IDEAL
5376,MX01OM000018,Grupo Aero Centro Norte
5377,MX01PI000005,Pinfra
5378,MX01WA000038,Wal-Mart de Mexico HANDELSUNIVERSUM
5379,MXP000511016,ALFA S.A.B. DE C.V. A
5380,MXP001161019,Consorcio ARA
5381,MXP001391012,Alsea
5382,MXP001661018,Grupe Aero Sureste
5383,MXP001691213,AMERICA MOVIL L
5384,MXP320321310,Fomento Economico Mex.
5385,MXP370641013,Grupe Financiero Inbursa
5386,MXP370711014,Grupo Binanciero Banorte
5387,MXP370841019,Grupo Mexico
5388,MXP461181085,Grupo Carso
5389,MXP495211262,Grupo Bimbo
5390,MXP4987V1378,Grupo Televisa
5391,MXP554091415,Industrias Penoles
5392,MXP8728U1671,Organización Soriana
5393,NL0000008977,Heineken Holding
5394,NL0000009082,Royal KPN
5395,NL0000009165,Heineken
5396,NL0000009538,Philips
5397,NL0000009827,DSM
5398,NL0000018034,AFC Ajax
5399,NL0000200384,Core Laboratories
5400,NL0000226223,STMicroelectronics
5401,NL0000235190,Airbus
5402,NL0000238145,AD Pepper Media
5403,NL0000288918,Vastned Retail
5404,NL0000289213,Wereldhave
5405,NL0000302636,Van Lansch Kemp
5406,NL0000303709,Aegon
5407,NL0000313286,Amsterdam Commodities
5408,NL0000334118,ASM International
5409,NL0000337319,Koninklijke BAM Groep
5410,NL0000339703,Beter Bed Holding
5411,NL0000345577,CTAC
5412,NL0000360618,SBM Offshore
5413,NL0000371243,NEDAP
5414,NL0000379121,Randstad
5415,NL0000395903,Wolters Kluwer
5416,NL0000440311,Holland Colours
5417,NL0000440584,Ordina HANDELSUNIVERSUM
5418,NL0000488153,Palmboomen Cultuur Maatschappij Mopoli
5419,NL0000687663,AerCap
5420,NL0000817179,Sligro Food
5421,NL0000852523,TKH Group
5422,NL0000852531,Kendrion
5423,NL0000852564,Aalberts
5424,NL0000888691,AMG Advanced Metallurgical
5425,NL0006129074,IT Competence Group
5426,NL0006237562,Arcadis
5427,NL0006294274,Euronext
5428,NL0009269109,Heijmans
5429,NL0009432491,Vopak
5430,NL0009434992,Lyondellbasell Industries
5431,NL0009538784,NXP Semiconductors
5432,NL0009739416,PostNL
5433,NL0010273215,ASML
5434,NL0010273694,Amatheon Agri
5435,NL0010391025,Pharming Grp
5436,NL0010545661,CNH Industrial
5437,NL0010556684,Expro Group Holdings
5438,NL0010558797,OCI
5439,NL0010583399,Corbion
5440,NL0010623518,Sequa Petroleum
5441,NL0010696654,uniQure
5442,NL0010733960,Lastminute.com
5443,NL0010773842,NN Group
5444,NL0010776944,Brunel International
5445,NL0010801007,IMCD Group
5446,NL0010832176,Argenx
5447,NL0010872420,Affimed
5448,NL0010872495,ProQR Therapeutics
5449,NL0010937058,Intertrust
5450,NL0010998878,Lucas Bols
5451,NL0011279492,Flow Traders
5452,NL0011375019,Steinhoff
5453,NL0011540547,ABN AMRO
5454,NL0011585146,Ferrari
5455,NL0011660485,SIF Holding
5456,NL0011794037,Ahold Delhaize HANDELSUNIVERSUM
5457,NL0011821202,ING Group
5458,NL0011821392,Signify
5459,NL0011832811,ForFarmers
5460,NL0011832936,Cosmo Pharmaceuticals
5461,NL0011872643,ASR Nederland
5462,NL0011872650,Basic-Fit
5463,NL0012015705,Just Eat Takeaway
5464,NL0012044747,Shop Apotheke Europe
5465,NL0012047823,Avantium
5466,NL0012059018,EXOR
5467,NL0012084479,Meridian Mining UK Societas
5468,NL0012169213,QIAGEN
5469,NL0012191662,La Perla Fashion
5470,NL0012365084,NSI
5471,NL0012650535,Parx Materials
5472,NL0012661870,InflaRx
5473,NL0012747059,CM.com
5474,NL0012817175,Alfen
5475,NL0012866412,BE Semiconductors
5476,NL0012969182,Adyen
5477,NL0013056914,Elastic NV
5478,NL0013267909,Akzo Nobel
5479,NL0013332471,TomTom
5480,NL0013654783,Prosus
5481,NL0013654809,Fastned
5482,NL0013995087,Cementir Holding
5483,NL0014040206,Centogene
5484,NL0014332678,JDE Peets
5485,NL0014559478,Technip Energies
5486,NL00150000S7,Cabka
5487,NL00150001Q9,Stellantis
5488,NL00150002Q7,Vivoryon Therapeutics
5489,NL00150003E1,Fugro
5490,NL00150006O3,ESG Core Investments
5491,NL00150006R6,CTP
5492,NL00150006Z9,Azerion Group
5493,NL0015000CZ2,Ebusco
5494,NL0015000D50,NX Filtration
5495,NL0015000DC9,Climate Transition Capital Acquisition HANDELSUNIVERSUM
5496,NL0015000DX5,ATAI Life Sciences
5497,NL0015000F41,Lilium
5498,NL0015000G40,VAM Investments SPAC
5499,NL0015000GX8,Envipco
5500,NL0015000IY2,Universal Music Group
5501,NL0015000K93,Eurocommercial Properties
5502,NL0015000LC2,Mainz BioMed
5503,NL0015000LU4,IVECO
5504,NL0015000M91,Wallbox
5505,NL0015000MZ1,MFE-MediaForEurope
5506,NL0015000N09,MFE MediaForEuropa
5507,NL0015000N74,Sono Group
5508,NL0015000PB5,Ermenegildo Zegna
5509,NL0015000YE1,TME Pharma
5510,NL0015285941,Immatics
5511,NL0015435975,Davide Campari-Milano
5512,NL0015436031,CureVac
5513,NO0003021909,ABG Sundal Collier
5514,NO0003028904,Schibsted (A)
5515,NO0003033102,Kongsberg Automotive
5516,NO0003043309,Kongsberg Gruppen
5517,NO0003053605,Storebrand
5518,NO0003054108,Mowi
5519,NO0003055501,Nordic Semiconductor
5520,NO0003055808,DLTx
5521,NO0003067902,Hexagon Composites
5522,NO0003078107,AF Gruppen ASA
5523,NO0003078800,TGS-NOPEC Geophysical
5524,NO0003079709,Kitron
5525,NO0003080608,Solstad Offshore
5526,NO0003096208,Leroy Seafood Grp
5527,NO0003110603,Bonheur
5528,NO0003399909,Odfjell A
5529,NO0003733800,Orkla
5530,NO0003921009,DNO
5531,NO0004822503,Atea
5532,NO0004895103,NTS
5533,NO0005052605,Norsk Hydro
5534,NO0010014632,ArcticZymes Technologies HANDELSUNIVERSUM
5535,NO0010040611,Otello Corp
5536,NO0010063308,Telenor
5537,NO0010073489,Austevoll Seafood
5538,NO0010081235,Nel ASA
5539,NO0010096985,Equinor
5540,NO0010112675,REC Silicon
5541,NO0010159684,Medistim
5542,NO0010161896,DNB Bank
5543,NO0010187032,Magnora
5544,NO0010196140,Norwegian Air Shuttle
5545,NO0010199151,PGS
5546,NO0010208051,Yara International
5547,NO0010209331,Protector Forsikring
5548,NO0010215684,Akastor
5549,NO0010234552,Aker ASA
5550,NO0010272065,American Shipping Company
5551,NO0010310956,Salmar
5552,NO0010345853,Aker BP
5553,NO0010358484,EMGS
5554,NO0010360266,Bouvet Asa
5555,NO0010365521,Grieg Seafood
5556,NO0010379266,Norwegian Energy
5557,NO0010397581,Pareto Bank
5558,NO0010564701,Panoro Energy
5559,NO0010571680,Wallenius Wilhelmsen
5560,NO0010571698,Wilh Wilhelmsen (A)
5561,NO0010572589,Saga Pure
5562,NO0010576010,Wilh Wilhelmsen (B)
5563,NO0010582521,Gjensidige
5564,NO0010597883,Nordic Nanovector
5565,NO0010598683,Hofseth BioCare
5566,NO0010607971,Awilco LNG
5567,NO0010612450,Selvaag Bolig
5568,NO0010631567,SpareBank 1
5569,NO0010633951,B2Holding
5570,NO0010650013,BerGenBio
5571,NO0010657505,Borregaard
5572,NO0010694029,Komplett Bank
5573,NO0010708068,VOW HANDELSUNIVERSUM
5574,NO0010713936,ZAPTEC
5575,NO0010715139,Scatec
5576,NO0010716418,Entra
5577,NO0010716582,Aker Solutions
5578,NO0010716863,XXL
5579,NO0010734338,Multiconsult
5580,NO0010735343,Europris
5581,NO0010736879,Schibsted (B)
5582,NO0010751910,SpareBank 1
5583,NO0010763550,Treasure
5584,NO0010768500,Atlantic Sapphire
5585,NO0010785967,Quantafuel
5586,NO0010791353,MPC Container Ships
5587,NO0010815673,Elmera
5588,NO0010816093,Elkem
5589,NO0010823131,Kahoot
5590,NO0010833262,Klaveness
5591,NO0010840507,Pexip Holding
5592,NO0010840515,Axactor
5593,NO0010844038,Adevinta
5594,NO0010851603,Ultimovacs
5595,NO0010861990,Prosafe
5596,NO0010872468,Agilyx AS
5597,NO0010876642,Cloudberry Clean Energy
5598,NO0010887516,TECO 2030
5599,NO0010887565,Ocean Sun
5600,NO0010890304,Aker Carbon Capture
5601,NO0010892359,HydrogenPro
5602,NO0010904923,Hexagon Purus
5603,NO0010907090,Nordic Unmanned
5604,NO0010921232,Aker Horizons
5605,NO0010950249,Bergen Carbon Solutions
5606,NO0010963275,Desert Control
5607,NO0011037483,Vow Green Metals
5608,NO0011202772,VAR Energi
5609,NO0012470089,Tomra Systems ASA
5610,NO0012535832,poLight
5611,NO0012785098,Awilco Drilling
5612,NZAIAE0002S6,Auckland Airport HANDELSUNIVERSUM
5613,NZAIRE0001S2,Air New Zealand
5614,NZARRE0004S7,American Rare Earths
5615,NZATME0002S8,A2 Milk
5616,NZCENE0001S6,Contact Energy
5617,NZCNUE0001S2,Chorus
5618,NZFBUE0001S0,Fletcher Building
5619,NZMELE0002S7,MERIDIAN ENERGY
5620,NZMRPE0001S2,Mercury NZ
5621,NZRYME0001S4,Ryman Healthcare
5622,NZSCLE0002S8,Scales
5623,NZTELE0001S4,Spark New Zealand
5624,NZXROE0001S2,Xero
5625,PA1436583006,Carnival Corp.
5626,PAP310761054,Copa
5627,PG0008526520,Bougainville Copper
5628,PL11BTS00015,11 Bit Studios
5629,PLBH00000012,Bank Handlowy
5630,PLBRE0000012,mBank
5631,PLBRSZW00011,Boryszew
5632,PLBSK0000017,ING Bank Slaski
5633,PLBUDMX00013,Budimex A
5634,PLBZ00000044,Santander Polska
5635,PLCCC0000016,CCC
5636,PLCFRPT00013,Cyfrowy Polsat
5637,PLCRPJR00019,Creepy Jar
5638,PLDINPL00011,Dino Polska
5639,PLENERG00022,Energa
5640,PLENTER00017,Enter Air
5641,PLEURCH00011,Eurocash
5642,PLGPW0000017,Warsaw Stock Exchange
5643,PLGTC0000037,Globe Trade Centre
5644,PLJSW0000015,Jastrzebska
5645,PLKGHM000017,KGHM Polska
5646,PLKRK0000010,Kruk
5647,PLLPP0000011,LPP
5648,PLLWBGD00016,Lubelski Wegiel Bogdanka
5649,PLMOBRK00013,MO-Bruk
5650,PLNEWAG00012,Newag
5651,PLOPTTC00011,CD Projekt HANDELSUNIVERSUM
5652,PLPEKAO00016,Bank Pekao
5653,PLPGER000010,PGE Polska
5654,PLPHN0000014,Polski Holding Nieruchomosci
5655,PLPKN0000018,PKN ORLEN
5656,PLPKO0000016,PKO Bank Polski
5657,PLPKPCR00011,PKP Cargo
5658,PLPLAYW00015,PlayWay
5659,PLPOLWX00026,Polwax
5660,PLPZU0000011,PZU Group
5661,PLSOFTB00016,Asseco Poland
5662,PLTAURN00011,Tauron Polska Energia
5663,PLTLKPL00017,Orange Polska
5664,PLZATRM00012,Grupa Azoty
5665,PR30040P1032,Evertec
5666,PR3186727065,First Bancorp
5667,PTALT0AE0002,Altri SGPS
5668,PTBCP0AM0015,Banco Comercial Português
5669,PTCDU0AE0003,Conduril - Engenharia
5670,PTCFN0AE0003,Cofina
5671,PTCOR0AE0006,Corticeira Amorim
5672,PTCPA0AP0006,Copam
5673,PTCTT0AM0001,CTT Correios de Portugal
5674,PTEDP0AM0009,Energias Portugues
5675,PTFCP0AM0008,FC Porto
5676,PTFNV1AM0002,Farminveste
5677,PTFRV0AE0004,Ramada Investimentos e Industria
5678,PTGAL0AM0009,Galp Energia
5679,PTGMC0AM0003,Grupo Media Capital
5680,PTGNV0AM0001,Greenvolt
5681,PTGPA0AP0007,Imob. Construtora Grão-Pará
5682,PTIBS0AM0008,Ibersol
5683,PTJMT0AE0001,Jeronimo Martins
5684,PTLIG0AE0002,Lisgrafica Impressao
5685,PTMEN0AE0005,Mota Engil
5686,PTPTC0AM0009,PHarol
5687,PTPTI0AM0006,Navigator
5688,PTREL0AM0008,Redes Energeticas
5689,PTRIZ0AM0009,Raize
5690,PTSCP0AM0001,Sporting C.P. HANDELSUNIVERSUM
5691,PTSCT0AP0018,Toyota Caetano Portugal
5692,PTSEM0AM0004,Semapa
5693,PTSLB0AM0010,Sport Lisboa e Benfica
5694,PTSNC0AM0006,Sonaecom
5695,PTSON0AM0001,Sonae
5696,PTVAA0AM0019,Vista Alegre Atlantis
5697,PTZON0AM0006,NOS SGPS
5698,SE0000106205,Peab
5699,SE0000106270,H&M
5700,SE0000107203,Industrivarden (C)
5701,SE0000108201,SKF (A)
5702,SE0000108227,SKF (B)
5703,SE0000108649,Ericsson (A)
5704,SE0000108656,Ericsson (B)
5705,SE0000108847,LE Lundbergföretagen
5706,SE0000111940,Ratos
5707,SE0000112252,Rottneros
5708,SE0000112385,SAAB
5709,SE0000112724,SCA
5710,SE0000113250,Skanska (B)
5711,SE0000114837,Trelleborg
5712,SE0000115420,Volvo (A)
5713,SE0000115446,Volvo (B)
5714,SE0000117970,NCC (B)
5715,SE0000120669,SSAB (B)
5716,SE0000120784,Skandinaviska Enskilda Banken (C)
5717,SE0000123671,Rejlers
5718,SE0000135485,RaySearch Laboratories
5719,SE0000148884,Skandinaviska Enskilda Banken (A)
5720,SE0000163594,Securitas
5721,SE0000163628,Elekta
5722,SE0000170375,Hufvudstaden
5723,SE0000171100,SSAB (A)
5724,SE0000171886,Svenska Cellulosa
5725,SE0000188518,Catella
5726,SE0000190126,Industrivarden (A)
5727,SE0000195810,Bure Equity
5728,SE0000202624,Getinge
5729,SE0000215493,Doro HANDELSUNIVERSUM
5730,SE0000233934,Pricer AB
5731,SE0000242455,Swedbank (A)
5732,SE0000273294,Medivir (B)
5733,SE0000375115,Mycronic
5734,SE0000379190,Castellum
5735,SE0000382335,Autoliv (SDR)
5736,SE0000426546,New Wave Group B
5737,SE0000454746,Biotage
5738,SE0000584948,Clas Ohlson
5739,SE0000616716,Duni
5740,SE0000667891,Sandvik
5741,SE0000667925,Telia
5742,SE0000683484,CellaVision
5743,SE0000695876,Alfa Laval
5744,SE0000736415,Orexo
5745,SE0000772956,AQ Group
5746,SE0000806994,JM
5747,SE0000825820,Orron Energy
5748,SE0000862997,BillerudKorsnäs
5749,SE0000872095,Swedish Orphan Biovitrum
5750,SE0000936478,Intrum Justitia
5751,SE0000949331,Nobia
5752,SE0001137985,Active Biotech
5753,SE0001174970,Millicom Intl. Cellular (SDR)
5754,SE0001200015,INVISIO Communic.
5755,SE0001279142,Impact Coatings
5756,SE0001515552,Indutrade
5757,SE0001634262,Dios Fastigheter
5758,SE0001662222,Husqvarna (A)
5759,SE0001662230,Husqvarna (B)
5760,SE0001824004,G5 Entertainment
5761,SE0001852419,Lindab
5762,SE0002095604,Arise
5763,SE0002110064,Mekonomen
5764,SE0002148817,Hansa Biopharma
5765,SE0002591420,Tobii
5766,SE0002626861,Cloetta
5767,SE0003086214,Metacon AB (B)
5768,SE0003303627,Byggmax Group HANDELSUNIVERSUM
5769,SE0003366871,SAS
5770,SE0003849223,Bulten
5771,SE0003950864,Concentric
5772,SE0005190238,Tele2
5773,SE0005677135,Bufab
5774,SE0005851706,IAR Systems (AB)
5775,SE0005992831,Starbreeze AB
5776,SE0005999760,Scandi Standard
5777,SE0005999836,AF Poeyry
5778,SE0006220018,Inwido (AB)
5779,SE0006288015,Granges
5780,SE0006342333,NP3 Fastigheter
5781,SE0006371126,Cantargia
5782,SE0006422390,Thule Group
5783,SE0006425815,PowerCell Sweden
5784,SE0006509949,Eltel
5785,SE0006625471,Dustin Group
5786,SE0006887063,Hoist Finance
5787,SE0006993770,Axfood
5788,SE0007074281,Hexpol
5789,SE0007075056,Eolus Vind
5790,SE0007100359,Pandox B
5791,SE0007100581,Assa Abloy
5792,SE0007100599,Svenska Handelsbanken (A)
5793,SE0007100607,Svenska Handelsbanken (B)
5794,SE0007158829,Coor Service Management
5795,SE0007158910,Alimak Group
5796,SE0007578141,Minesto
5797,SE0007640156,Scandic Hotels Group
5798,SE0007665823,Resurs Holding
5799,SE0007666110,Attendo
5800,SE0007691613,Dometic Group
5801,SE0007692850,Camurus
5802,SE0007871645,Kindred (SDR)
5803,SE0007897079,Academedia
5804,SE0008040653,Humana (AB)
5805,SE0008091581,Bonava
5806,SE0008294953,Paradox Interactive
5807,SE0008321921,BE Group HANDELSUNIVERSUM
5808,SE0008348304,GomSpace Group
5809,SE0008374250,Fingerprint Cards
5810,SE0009216278,MIPS
5811,SE0009414576,Oncopeptides
5812,SE0009554454,Samhällsbyggnadsbolaget
5813,SE0009663826,Ambea
5814,SE0009663834,Bambuser
5815,SE0009697220,Enea
5816,SE0009778848,Medicover
5817,SE0009806607,Munters Group AB
5818,SE0009858152,Bonesupport
5819,SE0009888738,Boozt
5820,SE0009921588,Bilia
5821,SE0009922156,Essity (A)
5822,SE0009922164,Essity (B)
5823,SE0009973548,Climeon
5824,SE0009997018,HMS Networks
5825,SE0010048884,Fagerhult
5826,SE0010100958,Latour B
5827,SE0010323311,BioArctic
5828,SE0010323998,Balco Group
5829,SE0010413567,Arion Bank
5830,SE0010441584,Calliditas Therapeutics
5831,SE0010468116,Arjo
5832,SE0010662585,QuickBit eu AB
5833,SE0010948588,BHG Group
5834,SE0011090018,Holmen (B)
5835,SE0011166974,Fabege
5836,SE0011205202,Vitrolife
5837,SE0011337708,AAK
5838,SE0011426428,Nyfosa
5839,SE0011527845,Q-linea
5840,SE0011721356,Raytelligence AB
5841,SE0011870195,Lime Technologies
5842,SE0011973940,AZELIO
5843,SE0012116390,Viaplay Group
5844,SE0012141687,SkiStar
5845,SE0012323715,Karnov Group
5846,SE0012454072,Avanza Bank Holding HANDELSUNIVERSUM
5847,SE0012673267,Evolution Gaming Group
5848,SE0012729366,Troax
5849,SE0012853455,EQT
5850,SE0013647385,Bico Group
5851,SE0013747870,Electrolux (B)
5852,SE0014504817,Loomis AB
5853,SE0014781795,Addtech
5854,SE0014855292,Readly International
5855,SE0014960373,Sweco (A)
5856,SE0014990966,Lagercrantz
5857,SE0015346135,Stillfront
5858,SE0015658109,Epiroc (A)
5859,SE0015658117,Epiroc (B)
5860,SE0015810247,Kinnevik B
5861,SE0015811955,Investor AB
5862,SE0015811963,Investor Registered (B)
5863,SE0015812417,GARO AB
5864,SE0015949201,Lifco
5865,SE0015949748,Beijer Ref AB
5866,SE0015960935,Acast
5867,SE0015961909,Hexagon Registered (B)
5868,SE0015962097,ITAB shop concept
5869,SE0015962477,Nolato
5870,SE0015988019,Nibe Industrier
5871,SE0015988373,Sedana Medical
5872,SE0016101844,Sinch
5873,SE0016589188,Electrolux
5874,SE0016609499,Systemair
5875,SE0016828511,Embracer Group AB
5876,SE0016844831,Volvo Car AB B
5877,SE0017105620,tobii dynavox
5878,SE0017483506,Instalco
5879,SE0017486889,Atlas Copco (A)
5880,SE0017486897,Atlas Copco (B)
5881,SE0017615644,Alleima AB
5882,SE0017766843,OEM International
5883,SE0017768716,Boliden AB
5884,SE0017769995,BioGaia (B)
5885,SE0017780133,Wallenstam (B) HANDELSUNIVERSUM
5886,SE0017832488,Fastighets Balder (B)
5887,SE0017859259,Tethys Oil
5888,SE0017885379,Cell Impact AB
5889,SE0017885767,Addnode Group (B)
5890,SE0018012494,Modern Times Group (B)
5891,SE0018040677,Hexatronic Group
5892,SE0018040883,FM Mattsson Mora Group (B)
5893,SE0018535684,Betsson (B)
5894,SE0018538068,MGI - Media and Games
5895,SG0531000230,Venture
5896,SG1A98006814,Creative Technology
5897,SG1AB9000005,Japfa
5898,SG1AF5000000,iFAST
5899,SG1AI1000008,Golden Energy & Resources
5900,SG1B51001017,Jardine Cycle & Carriage
5901,SG1BB6000006,Acma
5902,SG1BD0000008,SEVAK
5903,SG1BI7000000,SIIC Environment
5904,SG1CB2000008,Sing Heng Heavy Machinery
5905,SG1CE4000000,Kencana
5906,SG1DD2000002,Ocean Sky International
5907,SG1F60858221,Singapore Technologies Engineering
5908,SG1G47869290,CSE Global
5909,SG1G55870362,Lian Beng Group
5910,SG1H97877952,SembCorp Marine
5911,SG1I52882764,SATS
5912,SG1I53882771,Sia Engineering
5913,SG1I67883666,Addvalue Techn.
5914,SG1I77884290,Pollux Properties
5915,SG1J17886040,Pacific Century Regional Developments
5916,SG1J26887955,Singapore Exchange
5917,SG1J49001550,Straits
5918,SG1L01001701,DBS Group Holdings
5919,SG1M31001969,United Overseas Bank
5920,SG1M51904654,CapitaLand Integrated Commercial Trust
5921,SG1M77906915,Ascendas REIT
5922,SG1N31909426,COMFORTDELGRO
5923,SG1N89910219,Singapore Post
5924,SG1O44912994,Heeton HANDELSUNIVERSUM
5925,SG1R50925390,Sembcorp Industries
5926,SG1R89002252,City Developments
5927,SG1S04926220,Oversea-Chinese Banking
5928,SG1S48927937,ISDN
5929,SG1S76928401,Cosco Shipping International
5930,SG1S83002349,UOL Group
5931,SG1T06929205,China Aviation Oil
5932,SG1T36930298,Natural Cool
5933,SG1T56930848,Wilmar International
5934,SG1T58930911,Fraser and Neave
5935,SG1T74931364,Yoma Strategic
5936,SG1T75931496,SingTel
5937,SG1T88932077,Bukit Sembawang Estates
5938,SG1U47933908,Indofood Agri Resources
5939,SG1U68934629,Keppel
5940,SG1U76934819,Yangzijiang Shipbuilding
5941,SG1U97935860,Soup Restaurant Group
5942,SG1V08936188,CosmoSteel
5943,SG1V12936232,Starhub
5944,SG1V52937132,Parkway Life
5945,SG1V61937297,Singapore Airlines
5946,SG1W27938677,Lippo Malls
5947,SG1W35938974,First Resources
5948,SG1W44939146,KSH
5949,SG1Y45946619,PEC
5950,SG2B80958517,OUE
5951,SG2C90967473,OneApex
5952,SG2D00968206,Hutchison Port Trust
5953,SG2D13002373,Tuan Sing Holdings
5954,SG2E67980267,Bumitama Agri
5955,SG2E68980290,Civmec
5956,SG2F24986083,Geo Energy Resources
5957,SG2F25986140,Oxley
5958,SG2F48989824,Halcyon Agri
5959,SG2G02994595,SPH REIT
5960,SG2G04994999,REX
5961,SG2G52000004,FRASERS PROPERTY
5962,SG2G55000001,Eurosports
5963,SG9999000020,Flex HANDELSUNIVERSUM
5964,SG9999014716,Wave Life Sciences
5965,SG9999014831,GigaMedia
5966,SG9999015267,BOC Aviation
5967,SGXE13155820,Memiontec
5968,SGXE21576413,Genting
5969,SGXE62145532,CapitaLand Investment
5970,SGXZ25336314,Maxeon Solar Tech
5971,SGXZ27777630,Verde AgriTech
5972,SI0021110513,Pozavarovalnica Sava
5973,SI0021111651,Zavarovalnica Triglav
5974,SI0021117344,Nova Ljubljanska Banka
5975,SI0031100090,Intereuropa
5976,SI0031101346,Luka Koper
5977,SI0031102120,Krka
5978,SI0031102153,Petrol
5979,SI0031103805,Cinkarna Celje
5980,SI0031104019,Salonit Anhovo
5981,SI0031104290,Telekom Slovenije
5982,SI0031107673,Elektro Gorenjska
5983,SI0031110453,Salus
5984,SK1120010287,Tatry Mountain Resort
5985,TH0001010014,Bangkok BK
5986,TH0003010Z12,Siam Cement
5987,TH0016010017,Kasikornbank
5988,TH0023010R10,Bank of Ayudhya
5989,TH0068010R15,TMB Bank (NVDR)
5990,TH0068010Z15,TMB Bank
5991,TH0083010R14,Thanachart Capital (NVDR)
5992,TH0083B10Z10,Thanachart Capital
5993,TH0088010R13,Padaeng Industry
5994,TH0101010R14,Charoen Pokphand Foods
5995,TH0101A10Z19,Charoen Pokphand Foods
5996,TH0121010019,Kiatnakin Phatra Bank
5997,TH0122010R10,KCE Electronics
5998,TH0143010R16,Land & Houses
5999,TH0143010Z16,Land and Houses
6000,TH0148010R15,Banpu
6001,TH0148A10Z14,Banpu
6002,TH0150010R11,Krung Thai Bank HANDELSUNIVERSUM
6003,TH0150010Z11,Krung Thai Bank
6004,TH0168A10Z19,Bumrungrad Hospital
6005,TH0201010R12,Intouch Holdings
6006,TH0201A10Y19,Intouch
6007,TH0209010R15,Thai Vegetable Oil (NVDR)
6008,TH0212010R19,TPI Polene
6009,TH0219010R14,TIPCO Asphalt (NVDR)
6010,TH0219010Z14,TIPCO Asphalt
6011,TH0254A10Z14,Sri Trang Agro-Industry
6012,TH0268010R11,Advanced Info Service (NVDR)
6013,TH0268010Z11,Advanced Info Service
6014,TH0307010R17,Sino Thai Engineering (NVDR)
6015,TH0324010R12,Hana Microelectronics
6016,TH0324B10Z19,Hana Microelectron
6017,TH0355010R16,PTT Exploration & Prod (NVDR)
6018,TH0355A10Z12,PTT Exploration & Prod
6019,TH0371010R13,Supalai
6020,TH0375010R14,True Corp (NVDR)
6021,TH0375010Z14,True Corp
6022,TH0376010R12,Loxley Public
6023,TH0418G10Z11,Jasmine
6024,TH0420010R18,Bangchak Corp.
6025,TH0420010Y19,Bangchak Corporation
6026,TH0438010R10,Italian-Thai Development
6027,TH0450010R15,Thai Union (NVDR)
6028,TH0450010Y16,Thai Union
6029,TH0465010013,Electricity Generating
6030,TH0471010R11,IRPC
6031,TH0471010Y12,IRPC Public
6032,TH0528010R18,Delta Electronics Thai (NVDR)
6033,TH0528010Z18,Delta Electronics Thai
6034,TH0530010R14,CH Karnchang
6035,TH0535010R13,Thoresen Thai Agencies (NVDR)
6036,TH0616010R11,Eastern Water
6037,TH0646010R18,PTT (NVDR)
6038,TH0646010Z18,PTT
6039,TH0662010014,Internet Thailand
6040,TH0671010Z16,Major Cineplex Grp
6041,TH0692010R12,Tata Steel Thailand HANDELSUNIVERSUM
6042,TH0750010Y19,RPCG
6043,TH0765010R16,Airports of Thailand (NVDR)
6044,TH0765010Z16,Airports of Thailand
6045,TH0796010013,Thai Oil
6046,TH0796010R11,Thai Oil (NVDR)
6047,TH0803010014,MCOT (Foreign)
6048,TH0803010R15,MCOT (NVDR)
6049,TH0815010010,Polyplex Thailand
6050,TH0823010010,Somboon Advance Technology
6051,TH0831010010,Solartron (Reg. Shares Foreign)
6052,TH0831010R16,Solartron (Reg. Shares NVDR)
6053,TH0902010014,Thai Beverage
6054,TH0961010R11,TTW Public (NVDR)
6055,TH0961010Y12,TTW Public
6056,TH0963010R17,Asiasoft
6057,TH0975010016,Esso Thailand
6058,TH0975010R11,Esso Thailand (NVDR)
6059,TH0979010R13,Siamgas & Petrochemicals
6060,TH0999010R11,Tisco Financial (NVDR)
6061,TH0999010Z11,Tisco Financial
6062,TH1016010R13,Bangkok Life Assurance
6063,TH1027010012,Indorama (Foreign)
6064,TH1027010R10,Indorama (NVDR)
6065,TH1074010014,Global Chemical
6066,TH3437010R19,Asia Aviation
6067,TH4403010010,Bangkok Airways
6068,TH6999010015,Bangkok Expressway
6069,TH7595010R10,Pruksa Holding
6070,THA848010R13,Thai Life Insurance
6071,US0003611052,AAR
6072,US0003752047,ABB (ADR)
6073,US00081T1088,ACCO Brands
6074,US00090Q1031,ADT
6075,US0009571003,ABM Industries
6076,US0010551028,Aflac
6077,US0010841023,AGCO
6078,US00108J1097,ACM Research
6079,US0012285013,AG Mortgage Investment Trust
6080,US00123Q1040,AGNC Investment HANDELSUNIVERSUM
6081,US00130H1059,AES
6082,US00164V1035,AMC Networks
6083,US00165C1045,AMC Entertainment
6084,US00165C2035,AMC Entertainment (Preferred Shares)
6085,US0017441017,AMN Healthcare Services
6086,US00180G2057,AMTD IDEA Group (ADR)
6087,US00182C1036,ANI Pharma
6088,US00183L1026,ANGI Homeservices
6089,US00191G1031,Arc Document Solutions
6090,US00191U1025,ASGN
6091,US00202F1021,A.P. Møller - Mærsk (ADR)
6092,US00206R1023,AT&T
6093,US00211Y5069,ARCA Biopharma
6094,US0021202025,Atyr Pharma
6095,US0021211018,A10 Networks
6096,US00215F1075,ATN International
6097,US00215W1009,ASE Technology
6098,US0022554044,AUO Corporation (ADR)
6099,US00246W1036,AXT
6100,US0024741045,AZZ
6101,US0028241000,Abbott Labs
6102,US00287Y1091,AbbVie
6103,US0028962076,Abercrombie
6104,US00289Y2063,Abeona Therapeutics
